"Nom du lieu ou du projet";"Fiche agence liée";"Titre affiché";Adresse;Coordonnées;"Interior Designers";"Points of Interest";"Design events";"Design point of sales";"Année projet";"Description projet";"Date du vernissage";"Heure de vernissage";"Date de début de l'exposition";"Date de fin de l'exposition";"Site web du projet";"Crédits photo";"Photos du projet"
"Villa Roof";"MAXIME D'ANGEAC ARCHITECTURE";"Villa Roof";"Angleterre, Londres";"51.5073509, -0.1275583";;"Private residence";;;2017;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871976_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871978.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871979_0.jpg"
"Colombus 80, Lobby Space";"Noé Duchaufour-Lawrance";"Colombus 80, Lobby Space";"Building Appartment, New-Jersey, Etats-Unis";"40.0573741, -74.4032519";"Le FRENCH DESIGN 100, 2019";"Urban space/Transportation";;;2016;"Creation of the lobby and amenities space areas for a 50-unit building.";;;;;https://www.columbusyachts.it/;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871980.jpg
Rainforest;"Patrick Nadeau";Rainforest;"Centrum Chodov";"50.0320649, 14.4911439";"Le FRENCH DESIGN 100, 2019";"Urban space/Transportation";;;2018;"Learn more";;;;;;"Hervé Ternisien";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871981.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871981_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871982.jpg"
"Vulcano - Zürich";"Dominique Perrault Architecture";"Vulcano - Zürich";"Vulkanstrasse 110a-c 8048 Zürich, Suisse";"47.3935273, 8.4846014";;Office;;;2018;"...Learn more";;;;;https://vulcano-zurich.ch/;"©Donatella Simonetti";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871839_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871840.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871841.jpg"
"Main Administration Building of The Ecole Polytechnique Fédérale De Lausanne";"Dominique Perrault Architecture";"Main Administration Building of The Ecole Polytechnique Fédérale De Lausanne";"Campus de l’EPFL, Route Cantonale, 1015 Lausanne, Suisse";"46.5190557, 6.5667576";;"Urban space/Transportation";;;2013;"...Learn more";;;;;https://www.epfl.ch/campus/fr/;"©Leonore Baud; ©Vincent Fillon-Dominique Perrault Architecture-Adagp";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871842.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871842_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871843.jpg"
"New Mechanics Hall (Me) For The Ecole Polytechnique Fédérale De Lausanne";"Dominique Perrault Architecture";"New Mechanics Hall (Me) For The Ecole Polytechnique Fédérale De Lausanne";"Campus de l’EPFL, Route Cantonale, 1015 Lausanne, Suisse";"46.5190594, 6.5668649";;"Urban space/Transportation";;;2016;"...Learn more";;;;;https://www.epfl.ch/campus/fr/;"©Vincent Fillon-Dominique Perrault Architecture-Adagp";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871844.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871845.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871847.jpg"
"Court of Justice of the European Union";"Dominique Perrault Architecture";"Court of Justice of the European Union";"45 Boulevard Konrad Adenauer, 1115 Luxembourg, Luxembourg";"49.6207535, 6.1410075";;"Urban space/Transportation";;;2008/2019;"...Learn more";;;;;https://curia.europa.eu/jcms/jcms/Jo1_6308/;"©Georges Fessy; ©Union europeenne";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871847_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871848.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871849.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871849_0.jpg"
"León Convention Centre and Exhibition Hall";"Dominique Perrault Architecture";"León Convention Centre and Exhibition Hall";"Calle Gómez Salazar 24009, León , Espagne";"42.5948333, -5.5831636";;"Urban space/Transportation";;;2018;"...Learn more";;;;;https://es.wikipedia.org/wiki/Palacio_de_Congresos_y_Exposiciones_de_Le%C3%B3n;"©Dominique Perrault Architecte_joaquin Mosquera_Adagp";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871850.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871851.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871851_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871852.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871853.jpg"
"Ewha Womans University";"Dominique Perrault Architecture";"Ewha Womans University";"52 Ewhayeodae-gil, Daehyeon-dong, Seodaemun-gu, Seoul, Corée du Sud";"37.5642551, 126.9503079";;"Urban space/Transportation";;;2008;"...Learn more";;;;;http://www.ewha.ac.kr/ewhaen/intro/history-campus.do;"©andré Morin_Dominique Perrault architecte_Adagp; ©Ewha Womans University; ©Gaelle Lauriot Prevost_Dominique Perrault architecte_Adagp";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871857_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871856_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871857.jpg"
"Metro Station and Galleries of The Piazza Garibaldi";"Dominique Perrault Architecture";"Metro Station and Galleries of The Piazza Garibaldi";"Piazza Giuseppe Garibaldi, 80, 80142 Napoli NA, Italie";"40.8520292, 14.2709163";;"Urban space/Transportation";;;2013/2019;"...Learn more";;;;;https://www.perraultarchitecture.com/en/projects/2497-piazza_garibaldi.html;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871858.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871859.jpg"
Lightwalk;"Dominique Perrault Architecture";Lightwalk;"Yeongdong daero street, Gangnam, Seoul";"37.5668178, 126.9784354";;"Urban space/Transportation";;;"work in progress / 2023";"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871860.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871860_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871861.jpg"
"The Skygarden : Show Case Apartment";"Elliott Barnes Interiors";"The Skygarden : Show Case Apartment";"Tokyo, Japan";"35.6803997, 139.7690174";"Le FRENCH DESIGN 100, 2019";"Private residence";;;2017;"The complete interior design and decoration of a 275m² apartment near the Roppongi district in Tokyo. Located on the upper level of a residential building in a park, the theme of the ""skygarden"" arrived instantaneously to guide the choice of materials and finishes. The creation of a double height entry connects the entertaining areas with the sleeping quarters that are placed on an upper level. A large amber glass covered structure receives leaves that appear to fall from the sky. The glass piece hides the main stair. A pleated leather wall, a type of immense origami, provides an intricate textured backdrop. The combined living dining area gives onto a planted terrace. The materials and finishes in this area work in concert with the exterior foliage. The main bedroom also plays on the theme of an articulated wall surface that also serves as a headboard. Niches are created to reduce scale at the bed and support built in furniture elements.";;;;;;"Kenta Hasegawa";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871861_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871862.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871863.jpg"
"Hotel Ritz Carlton Wolfsburg";"Elliott Barnes Interiors";"Hotel Ritz Carlton Wolfsburg";"Parkstraße 1, 38440 Wolfsburg, Allemagne";"52.4332339, 10.7898268";;Hotel;;;2016;"...Learn more";;;;;https://www.ritzcarlton.com/en/hotels/germany/berlin?scid=bb1a189a-fec3-4d19-a255-54ba596febe2;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871864.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871864_0.jpg"
"Kit's Dream";"Elliott Barnes Interiors";"Kit's Dream";"Marrakech, Morocco";"31.6294723, -7.9810845";;"Private residence";;;2018;"For Kit, it was important to arrive in a refreshing atmosphere that provided a respite from the Moroccan heat. She thus treated the floor of the entrance in blue “zelliges”, of different hues, in order to recall the sea between New York and Marrakech. Her living room was separated from the entrance by curtains in ""Atlantic blue"" fabric with green tiebacks. A double-door on the left repeated the motif of palm tree leaves and gave access to the bathroom with a double basin vanity in ""Calacatta Luxuoso"". To the left of the vanity she created a large bathtub recessed in a niche, and dominated by an arabesque inspired by Berber symbols. The room was the heart of her space. She imagined the lower part of the walls in a dried earth color. The upper part of the walls, would be treated in an arabesque “bas-relief”. The motif would originate from a frieze at a certain height on the wall. Gradually, the arabesque would fade to create a large drawing of peaks and valleys. She said she would center the room with a high four-poster bed. In addition to protecting her while she slept, this ""master-piece"" would be illuminated to provide a soft intimate light in the room. Here the zelliges of the floor recalled the traces left by her steps in the sands of the Sahara.";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871865.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871866.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871866_0.jpg"
"Walking on Clouds";"Elliott Barnes Interiors";"Walking on Clouds";"Bangkok, Thailand";"13.7563309, 100.5017651";;"Private residence";;;2019;"A private 800m² apartment on the 67th and 68th floors of the MahaNakon Tower in Bangkok. “Walking on the clouds"" is the theme of this project. A very fluid and open layout with very few closed rooms (two bedrooms, a massage room and three bathrooms) all sparsely furnished allow uninterrupted views of Bangkok. Full height windows give the impression that the sky and the clouds traverse the interior spaces. Several sliding partitions and Chinese works from the 17th century complete this refined, light and elegant atmosphere. The two key moments in the apartment experience are a reception area with a sort of ""bow window"" cantilevered from the facade (see the view from the outside) and an eight meter high double volume from which one may enjoy the sunsets. Throughout the entire project the floor is covered with a blue-gray Chinese limestone. The floor mixes with the sky and clouds to give the impression of floating";;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871867.jpg
"A Spirit of Place";"Elliott Barnes Interiors";"A Spirit of Place";"Tokyo, Japan";"35.67623, 139.6503106";;"Private residence";;;2020;"The complete interior design and decoration of a 125m² apartment in the Toranomon district of Tokyo. A Spirit of Place is the concept that guides the forms and finishes which are used to a create an expression that references the location of the Toranomon Project while at the same time giving a new voice to certain traditional Japanese crafts. These two orientations blend together to create a kaleidoscope of dreamlike urban and cultural impressions. As a result different almost surrealistic narratives come together to make a living environment that is amusing and unique.";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871868.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871868_0.jpg"
AOC;"Elliott Barnes Interiors";AOC;"Wolfsburg, Allemagne";"52.4226503, 10.7865461";;Restaurant/bar;;;2018;"AOC is a French official label identifying products whose growth, harvesting and processing are performed in the same geographical area, using a recognized traditional “savoir faire”. It is the combination of a physical and a sustainable biological environment with an eco-responsible human community that creates the specificity of product which merits the title of an appellation d’origine contrôlée.";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871869.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871870.jpg"
"Sugamo Shinkin Bank Nakaaoki Branch";"emmanuelle moureaux architecture + design";"Sugamo Shinkin Bank Nakaaoki Branch";"1 Chome-1-１ Kamiaoki, Kawaguchi, Saitama 333-0844, Japon";"35.7741816, 139.6975745";"Le FRENCH DESIGN 100, 2019";"Urban space/Transportation";;;2014;"...Learn more";;;;;https://www.sugamo.co.jp/;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871870_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871871.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871872.jpg"
"Kindergarten Crèche Ropponmatsu";"emmanuelle moureaux architecture + design";"Kindergarten Crèche Ropponmatsu";"2 Chome-15-5 Kusagae, Chuo Ward, Fukuoka, 810-0045, Japan";"33.5797359, 130.3733847";;"Urban space/Transportation";;;2017;"...Learn more";;;;;http://www.creche-ropponmatsu.net/;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871872_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871873.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871874.jpg"
"Le Cordonnier";"Hiroshi Nakayama";"Le Cordonnier";"世田谷代沢4-30-13Meguro-ku, Tokyo, Japan 155-0032";"35.6691405, 139.7639414";;Restaurant/bar;;;2017;"...Learn more";;;;;https://www.facebook.com/pages/Le-Cordonnier/270962779958193;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871874_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871875.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871876.jpg"
"Chez Nina";;"Chez Nina";"Nilufar, Via della Spiga, 32, 20121 Milano";"45.4707396, 9.196226";"Le FRENCH DESIGN 100, 2019";Restaurant/bar;;;2018;"...Learn more";;;;;http://www.nilufar.com/index.php?m=exhibitions&ref_id=30;"Nilufar Gallery";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871876_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871877.jpg"
"Tod's Sloane Street Flagship Store";;"Tod's Sloane Street Flagship Store";"35/36 Sloane St, Knightsbridge, London SW1X 9LP, Royaume-Uni";"51.4990818, -0.159757";;Retail;;;2018;"...Learn more";;;;;https://www.tods.com/fr-fr/home.html;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871878.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871878_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871879.jpg"
"House of Love";"Isabelle Stanislas Architecture";"House of Love";"Comporta, Portugal";"38.3817923, -8.7856011";;"Private residence";;;2019;"...Learn more";;;;;;"Jean Francois Jaussaud";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871880.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871880_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871881.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871882.jpg"
"Herbert Samuel";"Isabelle Stanislas Architecture";"Herbert Samuel";"Tel Aviv, Israel";"32.0852999, 34.7817676";;"Private residence";;;2016;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871885_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871886.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871887_0.jpg"
"Villa Ibiza";"Isabelle Stanislas Architecture";"Villa Ibiza";"Ibiza, Espagne";"38.9067339, 1.4205983";;"Private residence";;;2017;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871889_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871890.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871891.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871891_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871892.jpg"
